info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Insurance,2136,2211,2288,2368,2451,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Maintenance,0,0,777,4805,4773,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Repairs,0,0,0,1102,1685,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Taxes_Fees,10348,664,594,539,539,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Financing,11833,9643,7235,4590,1681,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Depreciation,41633,9801,8009,8979,7848,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Fuel,3890,4006,4126,4250,4378,2023,BMW M8 Coupe Competition 2dr Coupe AWD,4.4L 8cyl Turbo 8A,149602
Insurance,2136,2211,2288,2368,2451,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Maintenance,0,0,777,4805,4773,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Repairs,0,0,0,1102,1685,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Taxes_Fees,10391,667,597,542,542,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Financing,11887,9687,7268,4611,1689,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Depreciation,42272,9801,8009,8979,7848,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Fuel,3890,4006,4126,4250,4378,2023,BMW M8 Gran Coupe Competition 4dr Sedan AWD,4.4L 8cyl Turbo 8A,150284
Insurance,1323,1369,1417,1467,1518,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Maintenance,0,0,649,2827,3432,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Repairs,0,0,0,1102,1685,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Taxes_Fees,2899,207,185,168,168,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Financing,3633,2961,2221,1410,516,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Depreciation,8770,3975,3247,3640,3180,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Fuel,2364,2435,2508,2583,2660,2023,BMW X1 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 7AM,45933
Insurance,1323,1369,1417,1467,1518,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Maintenance,0,0,649,2715,3432,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Repairs,0,0,0,1041,1592,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Taxes_Fees,2629,187,168,152,152,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Financing,3294,2684,2014,1278,468,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Depreciation,11599,2731,2231,2501,2187,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Fuel,2452,2526,2601,2679,2760,2023,BMW X2 sDrive28i 4dr SUV,2.0L 4cyl Turbo 8A,41643
Insurance,1323,1369,1417,1467,1518,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Maintenance,0,0,649,2827,3432,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Repairs,0,0,0,1102,1685,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Taxes_Fees,2786,199,178,161,161,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Financing,3492,2845,2135,1354,496,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Depreciation,12408,2996,2450,2745,2398,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Fuel,2452,2526,2601,2679,2760,2023,BMW X2 xDrive28i 4dr SUV AWD,2.0L 4cyl Turbo 8A,44144
Insurance,1317,1363,1411,1460,1511,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Maintenance,0,0,649,2770,3602,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Repairs,0,0,0,1041,1592,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Taxes_Fees,3102,221,198,180,180,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Financing,3889,3170,2378,1509,553,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Depreciation,11469,4142,3384,3793,3313,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Fuel,2646,2725,2807,2891,2978,2023,BMW X3 sDrive30i 4dr SUV,2.0L 4cyl Turbo 8A,49174
Insurance,1379,1427,1477,1529,1582,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Maintenance,0,0,649,2882,3487,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Repairs,0,0,0,1102,1685,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Taxes_Fees,3322,237,212,192,192,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Financing,4166,3395,2547,1616,592,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Depreciation,12524,4261,3481,3903,3409,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Fuel,2756,2839,2924,3012,3102,2023,BMW X3 xDrive30i 4dr SUV AWD,2.0L 4cyl Turbo 8A,52670
Insurance,1610,1666,1725,1785,1848,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Maintenance,0,0,866,5613,3262,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Repairs,0,0,0,1102,1685,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Taxes_Fees,7793,557,499,452,452,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Financing,9790,7979,5987,3797,1391,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Depreciation,32082,9799,8002,8969,7838,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Fuel,4410,4542,4679,4819,4963,2023,BMW X5 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,123776
Insurance,1610,1666,1725,1785,1848,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Maintenance,0,0,857,5193,4583,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Repairs,0,0,0,1102,1685,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Taxes_Fees,5981,427,383,347,347,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Financing,7510,6119,4592,2913,1067,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Depreciation,24770,8717,7117,7979,6973,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Fuel,3674,3784,3897,4014,4135,2023,BMW X5 M50i 4dr SUV AWD,4.4L 8cyl Turbo 8A,94941
Insurance,1810,1873,1939,2007,2077,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Maintenance,0,0,974,5390,3391,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Repairs,0,0,0,1102,1685,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Taxes_Fees,8164,583,522,474,474,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Financing,10257,8358,6271,3978,1458,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Depreciation,30680,11163,9122,10222,8927,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Fuel,4410,4542,4679,4819,4963,2023,BMW X6 M 4dr SUV AWD,4.4L 8cyl Turbo 8A,129671
Insurance,1309,1355,1402,1451,1502,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Maintenance,271,603,431,2162,2568,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Repairs,0,0,117,279,405,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Taxes_Fees,3655,261,234,212,212,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Financing,4486,3655,2743,1740,637,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Depreciation,13782,3747,3542,4158,3938,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Fuel,2478,2552,2628,2707,2789,2023,Buick Enclave Avenir 4dr SUV,3.6L 6cyl 9A,56711
Insurance,1333,1380,1428,1478,1530,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Maintenance,271,603,431,2282,2453,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Repairs,0,0,127,304,441,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Taxes_Fees,3867,276,247,224,224,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Financing,4752,3873,2906,1843,676,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Depreciation,16439,4085,3865,4535,4293,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Fuel,2603,2681,2761,2844,2929,2023,Buick Enclave Avenir 4dr SUV AWD,3.6L 6cyl 9A,60083
Insurance,1287,1332,1379,1427,1477,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Maintenance,271,603,431,2048,2453,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Repairs,0,0,117,279,405,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Taxes_Fees,3007,214,192,174,174,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Financing,3671,2991,2245,1424,521,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Depreciation,11102,3017,2855,3348,3174,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Fuel,2478,2552,2628,2707,2789,2023,Buick Enclave Essence 4dr SUV,3.6L 6cyl 9A,46409
Insurance,1317,1363,1411,1460,1511,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Maintenance,271,603,431,2168,2338,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Repairs,0,0,127,304,441,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Taxes_Fees,3175,226,203,184,184,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Financing,3882,3164,2374,1505,552,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Depreciation,11565,3575,3381,3968,3758,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Fuel,2603,2681,2761,2844,2929,2023,Buick Enclave Essence 4dr SUV AWD,3.6L 6cyl 9A,49081
Insurance,1309,1355,1402,1451,1502,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Maintenance,271,603,431,2048,2453,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Repairs,0,0,117,279,405,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Taxes_Fees,3443,246,220,200,200,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Financing,4220,3438,2580,1637,600,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Depreciation,13261,3620,3428,4019,3808,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Fuel,2478,2552,2628,2707,2789,2023,Buick Enclave Premium 4dr SUV,3.6L 6cyl 9A,53348
Insurance,1333,1380,1428,1478,1530,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Maintenance,271,603,431,2168,2338,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Repairs,0,0,127,304,441,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Taxes_Fees,3628,259,232,210,210,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Financing,4451,3628,2721,1727,632,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Depreciation,13865,3630,3438,4031,3818,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Fuel,2603,2681,2761,2844,2929,2023,Buick Enclave Premium 4dr SUV AWD,3.6L 6cyl 9A,56276
Insurance,1136,1176,1217,1260,1304,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Maintenance,247,659,491,1677,1806,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Repairs,0,0,132,311,452,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Taxes_Fees,2137,152,136,124,124,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Financing,2675,2180,1635,1038,380,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Depreciation,7984,2099,1987,2330,2207,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Fuel,1735,1787,1841,1896,1953,2023,Buick Encore GX Essence 4dr SUV,1.3L 3cyl Turbo CVT,33817
Insurance,1139,1179,1220,1263,1307,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Maintenance,247,659,491,1797,1806,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Repairs,0,0,141,338,488,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Taxes_Fees,2308,164,147,133,133,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Financing,2890,2355,1767,1121,411,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Depreciation,9294,1970,1865,2188,2071,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Fuel,1929,1987,2047,2108,2171,2023,Buick Encore GX Essence 4dr SUV AWD,1.3L 3cyl Turbo 9A,36538
Insurance,1123,1162,1203,1245,1289,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Maintenance,247,659,491,1685,1929,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Repairs,0,0,132,311,452,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Taxes_Fees,1769,126,113,102,102,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Financing,2213,1803,1353,858,314,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Depreciation,6025,1630,1543,1809,1714,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Fuel,1735,1787,1841,1896,1953,2023,Buick Encore GX Preferred 4dr SUV,1.2L 3cyl Turbo CVT,27973
Insurance,1125,1164,1205,1247,1291,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Maintenance,247,659,491,1805,1814,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Repairs,0,0,141,338,488,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Taxes_Fees,1901,135,121,110,110,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Financing,2378,1938,1454,922,338,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Depreciation,7010,1857,1758,2063,1953,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Fuel,1929,1987,2047,2108,2171,2023,Buick Encore GX Preferred 4dr SUV AWD,1.3L 3cyl Turbo 9A,30065
Insurance,1123,1162,1203,1245,1289,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Maintenance,247,659,491,1677,1921,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Repairs,0,0,132,311,452,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Taxes_Fees,1883,134,120,109,109,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Financing,2356,1919,1441,913,335,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Depreciation,6260,1859,1758,2064,1955,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Fuel,1735,1787,1841,1896,1953,2023,Buick Encore GX Select 4dr SUV,1.2L 3cyl Turbo CVT,29782
Insurance,1125,1164,1205,1247,1291,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Maintenance,247,659,491,1797,1806,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Repairs,0,0,141,338,488,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Taxes_Fees,1989,142,127,115,115,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Financing,2489,2028,1522,966,354,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Depreciation,7585,1975,1868,2193,2078,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Fuel,1929,1987,2047,2108,2171,2023,Buick Encore GX Select 4dr SUV AWD,1.3L 3cyl Turbo 9A,31469
Insurance,1458,1509,1562,1617,1673,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Maintenance,301,555,579,1000,2005,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Repairs,0,0,207,492,714,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Taxes_Fees,2896,206,185,168,168,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Financing,3570,2910,2183,1385,507,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Depreciation,9125,3338,3160,3705,3510,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Fuel,2545,2621,2700,2781,2864,2023,Buick Envision Avenir 4dr SUV,2.0L 4cyl Turbo 9A,45138
Insurance,1458,1509,1562,1617,1673,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Maintenance,301,555,579,1000,2013,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Repairs,0,0,218,516,749,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Taxes_Fees,3055,218,195,177,177,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Financing,3692,3008,2257,1432,524,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Depreciation,9166,3473,3287,3854,3652,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Fuel,2646,2725,2807,2891,2978,2023,Buick Envision Avenir 4dr SUV AWD,2.0L 4cyl Turbo 9A,46671
Insurance,1399,1448,1499,1551,1605,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Maintenance,301,555,579,1000,1882,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Repairs,0,0,207,492,714,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Taxes_Fees,2461,175,157,142,142,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Financing,3024,2464,1849,1173,430,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Depreciation,7891,3114,2947,3458,3275,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Fuel,2545,2621,2700,2781,2864,2023,Buick Envision Essence 4dr SUV,2.0L 4cyl Turbo 9A,38231
Insurance,1399,1448,1499,1551,1605,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Maintenance,301,555,579,1000,1767,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Repairs,0,0,218,516,749,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Taxes_Fees,2699,192,172,156,156,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Financing,3244,2644,1984,1258,461,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Depreciation,8396,3408,3224,3782,3581,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Fuel,2646,2725,2807,2891,2978,2023,Buick Envision Essence 4dr SUV AWD,2.0L 4cyl Turbo 9A,41016
Insurance,1399,1448,1499,1551,1605,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Maintenance,301,555,579,1000,1882,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Repairs,0,0,207,492,714,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Taxes_Fees,2239,159,143,129,129,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Financing,2743,2236,1678,1064,390,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Depreciation,6976,2445,2312,2713,2570,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Fuel,2545,2621,2700,2781,2864,2023,Buick Envision Preferred 4dr SUV,2.0L 4cyl Turbo 9A,34685
Insurance,1399,1448,1499,1551,1605,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Maintenance,301,555,579,1000,1767,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Repairs,0,0,218,516,749,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Taxes_Fees,2448,174,156,142,142,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Financing,2928,2386,1790,1135,416,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Depreciation,6788,2861,2706,3176,3008,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Fuel,2646,2725,2807,2891,2978,2023,Buick Envision Preferred 4dr SUV AWD,2.0L 4cyl Turbo 9A,37015
Insurance,1411,1460,1511,1564,1619,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Maintenance,495,882,819,2299,1445,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Repairs,0,0,0,769,1174,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Taxes_Fees,2515,179,160,146,146,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Financing,3051,2487,1866,1183,434,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Depreciation,8232,3515,2872,3221,2813,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT4 Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,38577
Insurance,1454,1505,1558,1612,1668,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Maintenance,495,882,819,2299,1445,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Repairs,0,0,0,769,1174,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Taxes_Fees,2977,212,190,172,172,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Financing,3633,2961,2221,1409,516,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Depreciation,11854,3088,2524,2829,2470,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT4 Premium Luxury 4dr Sedan,2.0L 4cyl Turbo 8A,45931
Insurance,1411,1460,1511,1564,1619,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Maintenance,495,882,819,2299,1445,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Repairs,0,0,0,769,1174,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Taxes_Fees,3114,222,199,180,180,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Financing,3805,3101,2327,1476,541,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Depreciation,11950,3010,2460,2755,2408,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Fuel,2452,2526,2601,2679,2760,2023,Cadillac CT4 Sport 4dr Sedan,2.0L 4cyl Turbo 8A,48109
Insurance,1462,1513,1566,1621,1678,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Maintenance,531,918,855,2725,1628,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Repairs,0,0,0,769,1174,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Taxes_Fees,4634,331,296,269,269,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Financing,5817,4740,3557,2256,826,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Depreciation,16265,5748,4699,5266,4601,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
Fuel,3674,3784,3897,4014,413,2023,Cadillac CT4 V Blackwing V Blackwing 4dr Sedan,3.6L 6cyl Turbo 6M,75025
